date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
2018-06-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.07,0.4519
2018-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,43.75,1.2289
2018-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1236
2018-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,0.8427
2018-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,37.45,1.052
2018-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7116
2018-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.2,0.736
2018-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,48.33,1.3577
2018-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,33.55,0.9424
2018-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,26.67,0.7491
2018-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.45,0.6306
2018-07-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,13.67,0.3839
2018-07-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.0,0.4494
2018-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1204
2018-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.1204
2018-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,0.8403
2018-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,38.2,1.07
2018-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.7096
2018-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,27.2,0.7619
2018-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,50.0,1.4006
2018-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,35.8,1.0028
2018-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.7003
2018-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,22.4,0.6275
2018-08-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,13.17,0.3688
2018-08-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,16.4,0.4594
2018-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.0995
2018-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,oil and fats,Oil (vegetable),L,actual,Retail,MRU,40.0,1.0995
2018-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,30.0,0.8246
2018-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (imported),KG,actual,Retail,MRU,37.0,1.017
2018-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Rice (local),KG,actual,Retail,MRU,25.33,0.6964
2018-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Rice (local),KG,actual,Retail,MRU,26.17,0.7193
2018-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,50.0,1.3744
2018-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Sorghum (taghalit),KG,actual,Retail,MRU,36.17,0.9941
2018-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,miscellaneous food,Sugar,KG,actual,Retail,MRU,25.0,0.6872
2018-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,miscellaneous food,Sugar,KG,actual,Retail,MRU,20.33,0.5589
2018-11-15,Assaba,Barkeol,Barkéol,16.640389,-12.498493,cereals and tubers,Wheat,KG,actual,Retail,MRU,12.5,0.3436
2018-11-15,Assaba,Kankossa,Kankossa,15.938907,-11.527006,cereals and tubers,Wheat,KG,actual,Retail,MRU,15.83,0.4352
